"Tiempo" t / s	"Tensión" U_A1 / V	"Tensión" U_B1 / V	"Intensidad" I / u.a.	"Voltaje acelerador" Vac /V
0	0,315	-0,02	-0,02	0,315	NAN	
0,1	0,315	-0,015	-0,015	0,315	NAN	
0,2	0,315	-0,015	-0,015	0,315	NAN	
0,3	0,315	-0,02	-0,02	0,315	NAN	
0,4	0,315	-0,02	-0,02	0,315	NAN	
0,5	0,315	-0,02	-0,02	0,315	NAN	
0,6	0,315	-0,015	-0,015	0,315	NAN	
0,7	0,45	-0,02	-0,02	0,45	NAN	
0,8	0,615	-0,02	-0,02	0,615	NAN	
0,9	0,78	-0,015	-0,015	0,78	NAN	
1	0,93	-0,015	-0,015	0,93	NAN	
1,1	1,095	-0,025	-0,025	1,095	NAN	
1,2	1,245	-0,015	-0,015	1,245	NAN	
1,3	1,395	-0,015	-0,015	1,395	NAN	
1,4	1,56	-0,015	-0,015	1,56	NAN	
1,5	1,71	-0,02	-0,02	1,71	NAN	
1,6	1,875	-0,02	-0,02	1,875	NAN	
1,7	2,025	-0,015	-0,015	2,025	NAN	
1,8	2,175	-0,015	-0,015	2,175	NAN	
1,9	2,34	-0,015	-0,015	2,34	NAN	
2	2,475	-0,01	-0,01	2,475	NAN	
2,1	2,625	-0,02	-0,02	2,625	NAN	
2,2	2,79	-0,02	-0,02	2,79	NAN	
2,3	2,925	-0,015	-0,015	2,925	NAN	
2,4	3,075	-0,015	-0,015	3,075	NAN	
2,5	3,24	-0,02	-0,02	3,24	NAN	
2,6	3,39	-0,02	-0,02	3,39	NAN	
2,7	3,51	-0,02	-0,02	3,51	NAN	
2,8	3,66	-0,015	-0,015	3,66	NAN	
2,9	3,81	-0,015	-0,015	3,81	NAN	
3	3,945	-0,02	-0,02	3,945	NAN	
3,1	4,11	-0,015	-0,015	4,11	NAN	
3,2	4,245	-0,01	-0,01	4,245	NAN	
3,3	4,38	-0,01	-0,01	4,38	NAN	
3,4	4,515	-0,015	-0,015	4,515	NAN	
3,5	4,65	-0,015	-0,015	4,65	NAN	
3,6	4,8	-0,01	-0,01	4,8	NAN	
3,7	4,935	-0,005	-0,005	4,935	NAN	
3,8	5,07	-0,005	-0,005	5,07	NAN	
3,9	5,22	-0,005	-0,005	5,22	NAN	
4	5,34	0	0	5,34	NAN	
4,1	5,49	0	0	5,49	NAN	
4,2	5,61	0	0	5,61	NAN	
4,3	5,745	0,005	0,005	5,745	NAN	
4,4	5,88	0,01	0,01	5,88	NAN	
4,5	6,015	0,005	0,005	6,015	NAN	
4,6	6,15	0,015	0,015	6,15	NAN	
4,7	6,27	0,015	0,015	6,27	NAN	
4,8	6,405	0,01	0,01	6,405	NAN	
4,9	6,54	0,015	0,015	6,54	NAN	
5	6,675	0,01	0,01	6,675	NAN	
5,1	6,795	0,015	0,015	6,795	NAN	
5,2	6,93	0,01	0,01	6,93	NAN	
5,3	7,05	0,005	0,005	7,05	NAN	
5,4	7,17	0,005	0,005	7,17	NAN	
5,5	7,305	0,005	0,005	7,305	NAN	
5,6	7,425	0	0	7,425	NAN	
5,7	7,56	0,005	0,005	7,56	NAN	
5,8	7,68	0	0	7,68	NAN	
5,9	7,815	0	0	7,815	NAN	
6	7,935	0,01	0,01	7,935	NAN	
6,1	8,055	0,01	0,01	8,055	NAN	
6,2	8,175	0,01	0,01	8,175	NAN	
6,3	8,295	0,01	0,01	8,295	NAN	
6,4	8,43	0,015	0,015	8,43	NAN	
6,5	8,535	0,01	0,01	8,535	NAN	
6,6	8,655	0,015	0,015	8,655	NAN	
6,7	8,775	0,02	0,02	8,775	NAN	
6,8	8,895	0,02	0,02	8,895	NAN	
6,9	9,015	0,035	0,035	9,015	NAN	
7	9,135	0,03	0,03	9,135	NAN	
7,1	9,255	0,035	0,035	9,255	NAN	
7,2	9,36	0,04	0,04	9,36	NAN	
7,3	9,495	0,04	0,04	9,495	NAN	
7,4	9,6	0,05	0,05	9,6	NAN	
7,5	9,705	0,06	0,06	9,705	NAN	
7,6	9,825	0,065	0,065	9,825	NAN	
7,7	9,945	0,07	0,07	9,945	NAN	
7,8	10,05	0,08	0,08	10,05	NAN	
7,9	10,17	0,095	0,095	10,17	NAN	
8	10,275	0,095	0,095	10,275	NAN	
8,1	10,38	0,105	0,105	10,38	NAN	
8,2	10,5	0,125	0,125	10,5	NAN	
8,3	10,605	0,13	0,13	10,605	NAN	
8,4	10,71	0,145	0,145	10,71	NAN	
8,5	10,815	0,16	0,16	10,815	NAN	
8,6	10,935	0,175	0,175	10,935	NAN	
8,7	11,04	0,18	0,18	11,04	NAN	
8,8	11,145	0,18	0,18	11,145	NAN	
8,9	11,25	0,175	0,175	11,25	NAN	
9	11,355	0,175	0,175	11,355	NAN	
9,1	11,475	0,165	0,165	11,475	NAN	
9,2	11,58	0,155	0,155	11,58	NAN	
9,3	11,685	0,145	0,145	11,685	NAN	
9,4	11,79	0,125	0,125	11,79	NAN	
9,5	11,895	0,12	0,12	11,895	NAN	
9,6	11,985	0,11	0,11	11,985	NAN	
9,7	12,09	0,1	0,1	12,09	NAN	
9,8	12,195	0,095	0,095	12,195	NAN	
9,9	12,3	0,095	0,095	12,3	NAN	
10	12,405	0,08	0,08	12,405	NAN	
10,1	12,495	0,08	0,08	12,495	NAN	
10,2	12,6	0,08	0,08	12,6	NAN	
10,3	12,705	0,07	0,07	12,705	NAN	
10,4	12,81	0,075	0,075	12,81	NAN	
10,5	12,9	0,075	0,075	12,9	NAN	
10,6	12,99	0,08	0,08	12,99	NAN	
10,7	13,095	0,08	0,08	13,095	NAN	
10,8	13,185	0,09	0,09	13,185	NAN	
