MIN=0	0	-10	-0,5	0	0	
MAX=40	30	10	5	27	5	
SCALE=10	10	5	1	10	1	
DEC=1	2	2	1	1	3	
DEF="Tiempo" t / s	"Tensión" U_A1 / V	"Tensión" U_B1 / V	"Intensidad" I / u.a.	"Voltaje acelerador" Vac / V	"Frecuencia" f / Hz	
0	0,315	-0,01	-0,01	0,315	NAN	
0,157	0,315	-0,02	-0,02	0,315	NAN	
0,2	0,315	-0,005	-0,005	0,315	NAN	
0,3	0,315	-0,005	-0,005	0,315	NAN	
0,4	0,315	-0,005	-0,005	0,315	NAN	
0,5	0,315	0	0	0,315	NAN	
0,6	0,315	-0,01	-0,01	0,315	NAN	
0,7	0,315	-0,005	-0,005	0,315	NAN	
0,8	0,315	-0,005	-0,005	0,315	NAN	
0,9	0,315	-0,01	-0,01	0,315	NAN	
1	0,315	-0,005	-0,005	0,315	NAN	
1,156	0,39	-0,025	-0,025	0,39	NAN	
1,2	0,465	-0,01	-0,01	0,465	NAN	
1,3	0,615	-0,005	-0,005	0,615	NAN	
1,4	0,765	0	0	0,765	NAN	
1,5	0,93	-0,005	-0,005	0,93	NAN	
1,6	1,11	0	0	1,11	NAN	
1,7	1,245	-0,005	-0,005	1,245	NAN	
1,8	1,41	0	0	1,41	NAN	
1,9	1,575	-0,005	-0,005	1,575	NAN	
2	1,725	-0,005	-0,005	1,725	NAN	
2,172	1,98	-0,01	-0,01	1,98	NAN	
2,2	2,025	0	0	2,025	NAN	
2,3	2,19	-0,01	-0,01	2,19	NAN	
2,4	2,34	0	0	2,34	NAN	
2,5	2,475	0	0	2,475	NAN	
2,6	2,625	0	0	2,625	NAN	
2,7	2,79	-0,005	-0,005	2,79	NAN	
2,8	2,94	0	0	2,94	NAN	
2,9	3,09	-0,005	-0,005	3,09	NAN	
3	3,225	-0,005	-0,005	3,225	NAN	
3,188	3,495	-0,005	-0,005	3,495	NAN	
3,2	3,51	-0,005	-0,005	3,51	NAN	
3,3	3,66	-0,005	-0,005	3,66	NAN	
3,4	3,81	0,015	0,015	3,81	NAN	
3,5	3,945	0,005	0,005	3,945	NAN	
3,6	4,095	-0,005	-0,005	4,095	NAN	
3,7	4,23	0	0	4,23	NAN	
3,8	4,365	-0,005	-0,005	4,365	NAN	
3,9	4,515	0	0	4,515	NAN	
4	4,65	0	0	4,65	NAN	
4,188	4,905	0,005	0,005	4,905	NAN	
4,2	4,92	0,005	0,005	4,92	NAN	
4,3	5,07	0,01	0,01	5,07	NAN	
4,4	5,205	0,01	0,01	5,205	NAN	
4,5	5,34	0,005	0,005	5,34	NAN	
4,6	5,475	0,015	0,015	5,475	NAN	
4,7	5,61	0,01	0,01	5,61	NAN	
4,8	5,745	0,015	0,015	5,745	NAN	
4,9	5,865	0,015	0,015	5,865	NAN	
5	6,015	0,02	0,02	6,015	NAN	
5,187	6,255	0,025	0,025	6,255	NAN	
5,2	6,27	0,02	0,02	6,27	NAN	
5,3	6,405	0,02	0,02	6,405	NAN	
5,4	6,525	0,02	0,02	6,525	NAN	
5,5	6,66	0,025	0,025	6,66	NAN	
5,6	6,795	0,02	0,02	6,795	NAN	
5,7	6,915	0,015	0,015	6,915	NAN	
5,8	7,05	0,01	0,01	7,05	NAN	
5,9	7,17	0,02	0,02	7,17	NAN	
6	7,29	0,005	0,005	7,29	NAN	
6,187	7,53	0,02	0,02	7,53	NAN	
6,2	7,545	0,01	0,01	7,545	NAN	
6,3	7,665	0,005	0,005	7,665	NAN	
6,4	7,8	0,015	0,015	7,8	NAN	
6,5	7,92	0,015	0,015	7,92	NAN	
6,6	8,04	0,015	0,015	8,04	NAN	
6,7	8,16	0,01	0,01	8,16	NAN	
