"Tiempo" t / s	"Tensión" U_A1 / V	"Tensión" U_B1 / V	"Intensidad" I / u.a.	"Voltaje acelerador" Vac / V
0	0,315	-0,015	-0,015	0,315	 	
0,101	0,315	-0,015	-0,015	0,315	 	
0,201	0,315	-0,015	-0,015	0,315	 	
0,301	0,315	-0,015	-0,015	0,315	 	
0,401	0,315	-0,015	-0,015	0,315	 	
0,501	0,315	-0,015	-0,015	0,315	 	
0,601	0,315	-0,02	-0,02	0,315	 	
0,701	0,315	-0,015	-0,015	0,315	 	
0,801	0,315	-0,02	-0,02	0,315	 	
0,901	0,315	-0,02	-0,02	0,315	 	
1,001	0,315	-0,015	-0,015	0,315	 	
1,101	0,315	-0,015	-0,015	0,315	 	
1,201	0,315	-0,015	-0,015	0,315	 	
1,301	0,33	-0,015	-0,015	0,33	 	
1,401	0,315	-0,015	-0,015	0,315	 	
1,501	0,315	-0,015	-0,015	0,315	 	
1,601	0,315	-0,02	-0,02	0,315	 	
1,701	0,405	-0,015	-0,015	0,405	 	
1,801	0,57	-0,015	-0,015	0,57	 	
1,901	0,735	-0,015	-0,015	0,735	 	
2,001	0,885	-0,01	-0,01	0,885	 	
2,101	1,05	-0,015	-0,015	1,05	 	
2,201	1,215	-0,015	-0,015	1,215	 	
2,301	1,38	-0,01	-0,01	1,38	 	
2,401	1,53	-0,01	-0,01	1,53	 	
2,501	1,695	-0,015	-0,015	1,695	 	
2,601	1,83	-0,01	-0,01	1,83	 	
2,701	1,995	-0,015	-0,015	1,995	 	
2,801	2,145	-0,015	-0,015	2,145	 	
2,901	2,295	-0,015	-0,015	2,295	 	
3,001	2,445	-0,015	-0,015	2,445	 	
3,101	2,595	-0,02	-0,02	2,595	 	
3,201	2,745	-0,01	-0,01	2,745	 	
3,301	2,895	-0,015	-0,015	2,895	 	
3,401	3,03	-0,015	-0,015	3,03	 	
3,501	3,18	-0,01	-0,01	3,18	 	
3,601	3,345	-0,015	-0,015	3,345	 	
3,701	3,48	-0,02	-0,02	3,48	 	
3,801	3,63	-0,015	-0,015	3,63	 	
3,901	3,765	-0,015	-0,015	3,765	 	
4,001	3,9	-0,02	-0,02	3,9	 	
4,101	4,05	-0,015	-0,015	4,05	 	
4,201	4,2	-0,01	-0,01	4,2	 	
4,301	4,335	-0,01	-0,01	4,335	 	
4,401	4,485	-0,01	-0,01	4,485	 	
4,501	4,62	-0,01	-0,01	4,62	 	
4,601	4,755	-0,005	-0,005	4,755	 	
4,701	4,89	-0,005	-0,005	4,89	 	
4,801	5,025	-0,005	-0,005	5,025	 	
4,901	5,16	-0,005	-0,005	5,16	 	
5,001	5,31	0	0	5,31	 	
5,101	5,445	0	0	5,445	 	
5,201	5,58	0,005	0,005	5,58	 	
5,301	5,715	0,005	0,005	5,715	 	
5,401	5,85	0,015	0,015	5,85	 	
5,501	5,985	0,01	0,01	5,985	 	
5,601	6,12	0,01	0,01	6,12	 	
5,701	6,24	0,005	0,005	6,24	 	
5,801	6,375	0,01	0,01	6,375	 	
5,901	6,51	0,005	0,005	6,51	 	
6,001	6,63	0,005	0,005	6,63	 	
6,101	6,765	0,01	0,01	6,765	 	
6,201	6,885	0,01	0,01	6,885	 	
6,301	7,02	0,005	0,005	7,02	 	
6,401	7,155	0	0	7,155	 	
6,501	7,275	0	0	7,275	 	
6,601	7,41	0	0	7,41	 	
6,701	7,53	-0,005	-0,005	7,53	 	
6,801	7,65	0,005	0,005	7,65	 	
6,901	7,785	0	0	7,785	 	
7,001	7,89	0,005	0,005	7,89	 	
7,101	8,025	0	0	8,025	 	
7,201	8,145	0,005	0,005	8,145	 	
7,301	8,265	0,005	0,005	8,265	 	
7,401	8,385	0,01	0,01	8,385	 	
7,501	8,505	0,005	0,005	8,505	 	
7,601	8,625	0,01	0,01	8,625	 	
7,701	8,745	0,015	0,015	8,745	 	
7,801	8,865	0,025	0,025	8,865	 	
7,901	8,985	0,02	0,02	8,985	 	
8,001	9,105	0,03	0,03	9,105	 	
8,101	9,225	0,03	0,03	9,225	 	
8,201	9,33	0,035	0,035	9,33	 	
8,301	9,45	0,04	0,04	9,45	 	
8,401	9,57	0,045	0,045	9,57	 	
8,501	9,675	0,055	0,055	9,675	 	
8,601	9,78	0,065	0,065	9,78	 	
8,701	9,915	0,07	0,07	9,915	 	
8,801	10,02	0,075	0,075	10,02	 	
8,901	10,125	0,085	0,085	10,125	 	
9,001	10,245	0,09	0,09	10,245	 	
9,101	10,35	0,1	0,1	10,35	 	
9,201	10,47	0,105	0,105	10,47	 	
9,301	10,575	0,12	0,12	10,575	 	
9,401	10,68	0,125	0,125	10,68	 	
9,501	10,785	0,14	0,14	10,785	 	
9,601	10,905	0,15	0,15	10,905	 	
9,701	11,01	0,155	0,155	11,01	 	
9,801	11,115	0,15	0,15	11,115	 	
9,901	11,235	0,15	0,15	11,235	 	
10,001	11,34	0,145	0,145	11,34	 	
10,101	11,445	0,135	0,135	11,445	 	
10,201	11,535	0,125	0,125	11,535	 	
10,301	11,64	0,115	0,115	11,64	 	
10,401	11,76	0,105	0,105	11,76	 	
10,501	11,85	0,095	0,095	11,85	 	
10,601	11,97	0,085	0,085	11,97	 	
10,701	12,075	0,075	0,075	12,075	 	
10,801	12,165	0,07	0,07	12,165	 	
10,901	12,27	0,065	0,065	12,27	 	
11,001	12,36	0,065	0,065	12,36	 	
11,101	12,465	0,06	0,06	12,465	 	
11,201	12,57	0,055	0,055	12,57	 	
11,301	12,675	0,065	0,065	12,675	 	
11,401	12,765	0,06	0,06	12,765	 	
11,501	12,87	0,055	0,055	12,87	 	
11,601	12,96	0,065	0,065	12,96	 	
11,701	13,065	0,065	0,065	13,065	 	
11,801	13,17	0,075	0,075	13,17	 	
11,901	13,26	0,08	0,08	13,26	 	
12,001	13,365	0,075	0,075	13,365	 	
12,101	13,455	0,085	0,085	13,455	 	
12,201	13,545	0,095	0,095	13,545	 	
12,301	13,65	0,105	0,105	13,65	 	
12,401	13,74	0,11	0,11	13,74	 	
12,501	13,845	0,125	0,125	13,845	 	
12,601	13,935	0,13	0,13	13,935	 	
12,701	14,025	0,14	0,14	14,025	 	
12,801	14,115	0,155	0,155	14,115	 	
12,901	14,22	0,165	0,165	14,22	 	
13,001	14,31	0,185	0,185	14,31	 	
13,101	14,385	0,19	0,19	14,385	 	
13,201	14,475	0,205	0,205	14,475	 	
13,301	14,58	0,22	0,22	14,58	 	
13,401	14,655	0,235	0,235	14,655	 	
13,501	14,76	0,25	0,25	14,76	 	
13,601	14,85	0,26	0,26	14,85	 	
13,701	14,925	0,28	0,28	14,925	 	
13,801	15,015	0,3	0,3	15,015	 	
13,901	15,105	0,32	0,32	15,105	 	
14,001	15,195	0,34	0,34	15,195	 	
14,101	15,285	0,355	0,355	15,285	 	
14,201	15,36	0,38	0,38	15,36	 	
14,301	15,465	0,4	0,4	15,465	 	
14,401	15,555	0,425	0,425	15,555	 	
14,501	15,63	0,445	0,445	15,63	 	
14,601	15,72	0,455	0,455	15,72	 	
14,701	15,81	0,47	0,47	15,81	 	
14,801	15,9	0,48	0,48	15,9	 	
14,901	15,975	0,48	0,48	15,975	 	
15,001	16,065	0,47	0,47	16,065	 	
15,101	16,14	0,465	0,465	16,14	 	
15,201	16,23	0,445	0,445	16,23	 	
15,301	16,305	0,435	0,435	16,305	 	
15,401	16,395	0,425	0,425	16,395	 	
15,501	16,47	0,405	0,405	16,47	 	
15,601	16,545	0,39	0,39	16,545	 	
15,701	16,635	0,365	0,365	16,635	 	
15,801	16,71	0,345	0,345	16,71	 	
15,901	16,8	0,33	0,33	16,8	 	
16,001	16,875	0,31	0,31	16,875	 	
16,101	16,95	0,29	0,29	16,95	 	
16,201	17,025	0,275	0,275	17,025	 	
16,301	17,115	0,265	0,265	17,115	 	
16,401	17,19	0,25	0,25	17,19	 	
16,501	17,265	0,24	0,24	17,265	 	
16,601	17,34	0,23	0,23	17,34	 	
16,701	17,415	0,22	0,22	17,415	 	
16,801	17,505	0,215	0,215	17,505	 	
16,901	17,565	0,21	0,21	17,565	 	
17,001	17,655	0,21	0,21	17,655	 	
17,101	17,715	0,225	0,225	17,715	 	
17,201	17,805	0,215	0,215	17,805	 	
17,301	17,865	0,22	0,22	17,865	 	
17,401	17,94	0,225	0,225	17,94	 	
17,501	18,03	0,23	0,23	18,03	 	
17,601	18,105	0,23	0,23	18,105	 	
17,701	18,165	0,25	0,25	18,165	 	
17,801	18,24	0,26	0,26	18,24	 	
17,901	18,315	0,27	0,27	18,315	 	
18,001	18,39	0,28	0,28	18,39	 	
18,101	18,465	0,285	0,285	18,465	 	
18,201	18,525	0,305	0,305	18,525	 	
18,301	18,6	0,315	0,315	18,6	 	
18,401	18,675	0,325	0,325	18,675	 	
18,501	18,75	0,345	0,345	18,75	 	
18,601	18,825	0,35	0,35	18,825	 	
18,701	18,885	0,375	0,375	18,885	 	
18,801	18,96	0,395	0,395	18,96	 	
18,901	19,035	0,415	0,415	19,035	 	
19,001	19,095	0,435	0,435	19,095	 	
19,101	19,17	0,455	0,455	19,17	 	
19,201	19,23	0,475	0,475	19,23	 	
19,301	19,305	0,51	0,51	19,305	 	
