MIN=0	0	-10	-0,5	0	0	
MAX=113,137085	30	10	5	27	5	
SCALE=50	10	5	1	10	1	
DEC=1	2	2	1	1	3	
DEF="Tiempo" t / s	"Tensión" U_A1 / V	"Tensión" U_B1 / V	"Intensidad" I / u.a.	"Voltaje acelerador" Vac / V	"Frecuencia" f / Hz	
0	0,315	-0,015	-0,015	0,315	NAN	
0,1	0,315	-0,025	-0,025	0,315	NAN	
0,2	0,315	-0,025	-0,025	0,315	NAN	
0,3	0,315	-0,025	-0,025	0,315	NAN	
0,485	0,42	-0,015	-0,015	0,42	NAN	
0,5	0,45	-0,025	-0,025	0,45	NAN	
0,6	0,615	-0,02	-0,02	0,615	NAN	
0,7	0,78	-0,02	-0,02	0,78	NAN	
0,8	0,945	-0,015	-0,015	0,945	NAN	
0,9	1,095	-0,02	-0,02	1,095	NAN	
1	1,26	-0,01	-0,01	1,26	NAN	
1,1	1,41	-0,02	-0,02	1,41	NAN	
1,2	1,56	-0,015	-0,015	1,56	NAN	
1,3	1,725	-0,02	-0,02	1,725	NAN	
1,485	1,995	-0,01	-0,01	1,995	NAN	
1,5	2,025	-0,015	-0,015	2,025	NAN	
1,6	2,175	-0,015	-0,015	2,175	NAN	
1,7	2,325	-0,015	-0,015	2,325	NAN	
1,8	2,49	-0,02	-0,02	2,49	NAN	
1,9	2,625	-0,015	-0,015	2,625	NAN	
2	2,79	-0,015	-0,015	2,79	NAN	
2,1	2,925	-0,02	-0,02	2,925	NAN	
2,2	3,075	-0,015	-0,015	3,075	NAN	
2,3	3,225	-0,01	-0,01	3,225	NAN	
2,485	3,495	-0,01	-0,01	3,495	NAN	
2,5	3,51	-0,015	-0,015	3,51	NAN	
2,6	3,675	-0,005	-0,005	3,675	NAN	
2,7	3,81	-0,015	-0,015	3,81	NAN	
2,8	3,945	-0,015	-0,015	3,945	NAN	
2,9	4,095	-0,01	-0,01	4,095	NAN	
3	4,23	-0,01	-0,01	4,23	NAN	
3,1	4,365	-0,015	-0,015	4,365	NAN	
3,2	4,515	-0,01	-0,01	4,515	NAN	
3,3	4,65	-0,005	-0,005	4,65	NAN	
3,5	4,935	0	0	4,935	NAN	
3,512	4,95	0	0	4,95	NAN	
3,6	5,07	-0,005	-0,005	5,07	NAN	
3,7	5,205	-0,005	-0,005	5,205	NAN	
3,8	5,34	0,005	0,005	5,34	NAN	
3,9	5,475	0	0	5,475	NAN	
4	5,61	0,01	0,01	5,61	NAN	
4,1	5,745	0,01	0,01	5,745	NAN	
4,2	5,88	0,015	0,015	5,88	NAN	
4,3	6,015	0,015	0,015	6,015	NAN	
4,516	6,3	0,01	0,01	6,3	NAN	
4,526	6,3	0,02	0,02	6,3	NAN	
4,6	6,405	0,01	0,01	6,405	NAN	
4,7	6,54	0,015	0,015	6,54	NAN	
4,8	6,675	0,015	0,015	6,675	NAN	
4,9	6,795	0,005	0,005	6,795	NAN	
5	6,93	0,015	0,015	6,93	NAN	
5,1	7,05	0,015	0,015	7,05	NAN	
5,2	7,17	0	0	7,17	NAN	
5,3	7,305	0,005	0,005	7,305	NAN	
5,516	7,575	-0,005	-0,005	7,575	NAN	
5,527	7,59	0,005	0,005	7,59	NAN	
5,6	7,68	0,01	0,01	7,68	NAN	
5,7	7,8	0	0	7,8	NAN	
