MIN=0	0	-10	-0,5	0	0	
MAX=7,071067812	30	10	5	27	5	
SCALE=1	10	5	1	10	1	
DEC=1	2	2	1	1	3	
DEF="Tiempo" t / s	"Tensión" U_A1 / V	"Tensión" U_B1 / V	"Intensidad" I / u.a.	"Voltaje acelerador" Vac / V	"Frecuencia" f / Hz	
0	0,315	-0,025	-0,025	0,315	NAN	
0,1	0,315	-0,015	-0,015	0,315	NAN	
0,2	0,315	-0,015	-0,015	0,315	NAN	
0,3	0,465	-0,015	-0,015	0,465	NAN	
0,4	0,63	-0,02	-0,02	0,63	NAN	
0,5	0,795	-0,015	-0,015	0,795	NAN	
0,6	0,945	-0,015	-0,015	0,945	NAN	
0,7	1,11	-0,02	-0,02	1,11	NAN	
0,8	1,26	-0,015	-0,015	1,26	NAN	
0,9	1,425	-0,015	-0,015	1,425	NAN	
1	1,59	-0,015	-0,015	1,59	NAN	
1,1	1,74	-0,015	-0,015	1,74	NAN	
1,2	1,89	-0,01	-0,01	1,89	NAN	
1,3	2,055	-0,015	-0,015	2,055	NAN	
1,4	2,19	-0,01	-0,01	2,19	NAN	
1,5	2,34	-0,015	-0,015	2,34	NAN	
1,6	2,49	-0,02	-0,02	2,49	NAN	
1,7	2,655	-0,015	-0,015	2,655	NAN	
1,8	2,79	-0,01	-0,01	2,79	NAN	
1,9	2,94	-0,01	-0,01	2,94	NAN	
2	3,09	-0,01	-0,01	3,09	NAN	
2,1	3,24	-0,015	-0,015	3,24	NAN	
2,2	3,39	-0,01	-0,01	3,39	NAN	
2,3	3,525	-0,01	-0,01	3,525	NAN	
2,4	3,675	-0,005	-0,005	3,675	NAN	
2,5	3,825	-0,01	-0,01	3,825	NAN	
2,6	3,96	-0,005	-0,005	3,96	NAN	
2,7	4,095	-0,005	-0,005	4,095	NAN	
2,8	4,245	0,005	0,005	4,245	NAN	
2,9	4,38	0,005	0,005	4,38	NAN	
3	4,515	0,005	0,005	4,515	NAN	
3,1	4,665	0,01	0,01	4,665	NAN	
3,2	4,8	0,015	0,015	4,8	NAN	
3,3	4,935	0,01	0,01	4,935	NAN	
3,4	5,07	0,025	0,025	5,07	NAN	
3,5	5,205	0,03	0,03	5,205	NAN	
3,6	5,355	0,035	0,035	5,355	NAN	
3,7	5,49	0,04	0,04	5,49	NAN	
3,8	5,625	0,045	0,045	5,625	NAN	
3,9	5,76	0,06	0,06	5,76	NAN	
4	5,88	0,06	0,06	5,88	NAN	
4,1	6,015	0,065	0,065	6,015	NAN	
4,2	6,15	0,07	0,07	6,15	NAN	
4,3	6,285	0,07	0,07	6,285	NAN	
4,4	6,405	0,065	0,065	6,405	NAN	
4,5	6,525	0,055	0,055	6,525	NAN	
4,6	6,675	0,055	0,055	6,675	NAN	
4,7	6,795	0,05	0,05	6,795	NAN	
4,8	6,915	0,04	0,04	6,915	NAN	
4,9	7,05	0,045	0,045	7,05	NAN	
5	7,185	0,035	0,035	7,185	NAN	
5,1	7,305	0,035	0,035	7,305	NAN	
5,2	7,425	0,03	0,03	7,425	NAN	
5,3	7,545	0,03	0,03	7,545	NAN	
5,4	7,665	0,035	0,035	7,665	NAN	
5,5	7,8	0,03	0,03	7,8	NAN	
5,6	7,92	0,04	0,04	7,92	NAN	
5,7	8,04	0,045	0,045	8,04	NAN	
5,8	8,16	0,05	0,05	8,16	NAN	
5,9	8,28	0,055	0,055	8,28	NAN	
6	8,415	0,055	0,055	8,415	NAN	
6,1	8,535	0,07	0,07	8,535	NAN	
6,2	8,64	0,08	0,08	8,64	NAN	
6,3	8,76	0,085	0,085	8,76	NAN	
