MIN=0	0	-10	-0,5	0	0	
MAX=10	30	10	5	27	5	
SCALE=5	10	5	1	10	1	
DEC=1	2	2	1	1	3	
DEF="Tiempo" t / s	"Tensión" U_A1 / V	"Tensión" U_B1 / V	"Intensidad" I / u.a.	"Voltaje acelerador" Vac / V	"Frecuencia" f / Hz	
0	0,24	-0,015	-0,015	0,24	NAN	
0,101	0,24	-0,025	-0,025	0,24	NAN	
0,201	0,255	-0,02	-0,02	0,255	NAN	
0,3	0,24	-0,02	-0,02	0,24	NAN	
0,525	0,24	-0,005	-0,005	0,24	NAN	
0,536	0,24	-0,025	-0,025	0,24	NAN	
0,601	0,24	-0,015	-0,015	0,24	NAN	
0,701	0,24	-0,015	-0,015	0,24	NAN	
0,8	0,24	-0,015	-0,015	0,24	NAN	
0,901	0,27	-0,015	-0,015	0,27	NAN	
1,001	0,405	-0,02	-0,02	0,405	NAN	
1,101	0,525	-0,02	-0,02	0,525	NAN	
1,201	0,645	-0,015	-0,015	0,645	NAN	
1,301	0,78	-0,015	-0,015	0,78	NAN	
1,541	1,08	-0,01	-0,01	1,08	NAN	
1,552	1,095	-0,015	-0,015	1,095	NAN	
1,601	1,14	-0,015	-0,015	1,14	NAN	
1,701	1,275	-0,015	-0,015	1,275	NAN	
1,801	1,41	-0,015	-0,015	1,41	NAN	
1,901	1,515	-0,015	-0,015	1,515	NAN	
2,001	1,65	-0,02	-0,02	1,65	NAN	
2,101	1,755	-0,015	-0,015	1,755	NAN	
2,201	1,875	-0,015	-0,015	1,875	NAN	
2,301	1,995	-0,015	-0,015	1,995	NAN	
2,541	2,28	-0,01	-0,01	2,28	NAN	
2,552	2,295	-0,02	-0,02	2,295	NAN	
2,601	2,355	-0,015	-0,015	2,355	NAN	
2,701	2,475	-0,02	-0,02	2,475	NAN	
2,801	2,58	-0,01	-0,01	2,58	NAN	
2,901	2,715	-0,02	-0,02	2,715	NAN	
3,001	2,82	-0,02	-0,02	2,82	NAN	
3,101	2,925	-0,015	-0,015	2,925	NAN	
3,201	3,045	-0,015	-0,015	3,045	NAN	
3,301	3,165	-0,01	-0,01	3,165	NAN	
3,401	3,27	-0,005	-0,005	3,27	NAN	
3,557	3,45	-0,005	-0,005	3,45	NAN	
3,601	3,495	-0,01	-0,01	3,495	NAN	
3,701	3,615	-0,005	-0,005	3,615	NAN	
3,801	3,72	-0,01	-0,01	3,72	NAN	
3,901	3,825	0	0	3,825	NAN	
4,001	3,945	-0,005	-0,005	3,945	NAN	
4,101	4,05	0	0	4,05	NAN	
4,201	4,155	0,005	0,005	4,155	NAN	
4,301	4,26	0,005	0,005	4,26	NAN	
4,401	4,365	0,015	0,015	4,365	NAN	
4,572	4,545	0,02	0,02	4,545	NAN	
4,601	4,59	0,02	0,02	4,59	NAN	
4,701	4,68	0,025	0,025	4,68	NAN	
4,801	4,8	0,035	0,035	4,8	NAN	
4,901	4,905	0,04	0,04	4,905	NAN	
5,001	5,01	0,05	0,05	5,01	NAN	
5,101	5,115	0,065	0,065	5,115	NAN	
5,201	5,205	0,065	0,065	5,205	NAN	
5,301	5,325	0,075	0,075	5,325	NAN	
5,401	5,415	0,105	0,105	5,415	NAN	
5,572	5,595	0,155	0,155	5,595	NAN	
5,601	5,625	0,14	0,14	5,625	NAN	
5,701	5,715	0,15	0,15	5,715	NAN	
5,801	5,82	0,15	0,15	5,82	NAN	
5,901	5,91	0,155	0,155	5,91	NAN	
6,001	6,03	0,155	0,155	6,03	NAN	
6,101	6,135	0,155	0,155	6,135	NAN	
6,201	6,225	0,16	0,16	6,225	NAN	
6,301	6,315	0,15	0,15	6,315	NAN	
6,401	6,42	0,14	0,14	6,42	NAN	
6,588	6,585	0,135	0,135	6,585	NAN	
6,601	6,615	0,13	0,13	6,615	NAN	
6,701	6,705	0,125	0,125	6,705	NAN	
6,801	6,795	0,12	0,12	6,795	NAN	
6,901	6,885	0,115	0,115	6,885	NAN	
7,001	6,99	0,105	0,105	6,99	NAN	
7,101	7,08	0,1	0,1	7,08	NAN	
7,201	7,17	0,095	0,095	7,17	NAN	
7,301	7,275	0,09	0,09	7,275	NAN	
7,401	7,365	0,09	0,09	7,365	NAN	
7,588	7,53	0,105	0,105	7,53	NAN	
7,601	7,545	0,09	0,09	7,545	NAN	
7,701	7,635	0,095	0,095	7,635	NAN	
7,801	7,725	0,1	0,1	7,725	NAN	
7,901	7,815	0,1	0,1	7,815	NAN	
8,001	7,905	0,11	0,11	7,905	NAN	
8,101	7,995	0,12	0,12	7,995	NAN	
8,201	8,085	0,125	0,125	8,085	NAN	
8,301	8,175	0,14	0,14	8,175	NAN	
8,401	8,265	0,15	0,15	8,265	NAN	
8,588	8,43	0,18	0,18	8,43	NAN	
8,601	8,43	0,17	0,17	8,43	NAN	
8,701	8,52	0,19	0,19	8,52	NAN	
8,801	8,61	0,2	0,2	8,61	NAN	
8,901	8,7	0,225	0,225	8,7	NAN	
9,001	8,79	0,235	0,235	8,79	NAN	
9,101	8,865	0,255	0,255	8,865	NAN	
9,201	8,955	0,275	0,275	8,955	NAN	
